City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
177,Coihaique,-45.5752,-72.0662,35.38,99,100,2.57,CL,2022-09-19 03:02:41
178,Codrington,-38.2667,141.9667,56.59,72,66,11.52,AU,2022-09-19 03:06:46
179,Moose Factory,51.2585,-80.6094,49.59,52,99,7.29,CA,2022-09-19 03:07:47
180,Nuuk,64.1835,-51.7216,48.81,81,100,4.61,GL,2022-09-19 03:07:47
181,Avera,33.194,-82.5271,71.11,72,12,6.24,US,2022-09-19 03:07:48
182,Saint George,37.1041,-113.5841,82.94,22,0,5.01,US,2022-09-19 03:07:48
183,Ekhabi,53.5102,142.9671,57.81,82,100,16.15,RU,2022-09-19 03:07:49
184,Evansville,37.9748,-87.5558,77.02,77,0,4.61,US,2022-09-19 03:07:33
185,Akureyri,65.6835,-18.0878,51.62,72,93,9.08,IS,2022-09-19 03:07:49
186,Boa Vista,2.8197,-60.6733,80.58,74,20,1.14,BR,2022-09-19 03:07:50
187,Minab,27.1467,57.0801,83.91,78,5,2.86,IR,2022-09-19 03:07:50
188,Thinadhoo,0.5333,72.9333,82.38,70,23,6.6,MV,2022-09-19 03:07:50
189,Kavieng,-2.5744,150.7967,83.41,72,98,10.65,PG,2022-09-19 03:07:30
190,Geraldton,-28.7667,114.6,61.21,67,100,21.85,AU,2022-09-19 03:07:51
191,Aykhal,66.0,111.5,32.27,96,100,7.11,RU,2022-09-19 03:07:52
192,Zaranj,30.9667,61.8833,78.89,22,0,16.46,AF,2022-09-19 03:07:52
193,Port Lincoln,-34.7333,135.8667,59.76,62,1,9.75,AU,2022-09-19 03:07:52
194,East London,-33.0153,27.9116,58.19,90,100,8.86,ZA,2022-09-19 03:07:53
195,Acapulco,16.8634,-99.8901,77.76,89,99,7.85,MX,2022-09-19 03:03:03
196,Saint-Francois,46.4154,3.9054,38.68,100,0,2.3,FR,2022-09-19 03:07:53
197,Dikson,73.5069,80.5464,31.03,77,48,15.46,RU,2022-09-19 03:07:54
198,Kutum,14.2,24.6667,75.76,52,28,8.12,SD,2022-09-19 03:07:54
199,Finschhafen,-6.6024,147.8681,75.4,94,100,7.61,PG,2022-09-19 03:07:55
200,Prince Rupert,54.3161,-130.3201,52.43,87,42,2.82,CA,2022-09-19 03:05:01
201,Joshimath,30.5667,79.5667,72.12,68,76,2.1,IN,2022-09-19 03:07:55
202,Dawei,14.0833,98.2,73.87,96,100,4.88,MM,2022-09-19 03:07:56
203,Port Townsend,48.117,-122.7605,63.59,53,0,0.0,US,2022-09-19 03:07:56
204,Bitung,1.4451,125.1824,90.45,67,81,7.36,ID,2022-09-19 03:07:57
205,Chapulhuacan,21.1667,-98.9,66.33,99,100,0.45,MX,2022-09-19 03:07:57
206,Poum,-20.2333,164.0167,77.49,72,0,13.04,NC,2022-09-19 03:07:58
207,Sambava,-14.2667,50.1667,66.78,88,13,8.84,MG,2022-09-19 03:07:58
208,Los Palacios,22.5872,-83.2486,75.6,90,70,4.54,CU,2022-09-19 03:06:07
209,Acarau,-2.8856,-40.12,77.77,83,16,15.28,BR,2022-09-19 03:07:58
210,Mehamn,71.0357,27.8492,44.55,87,100,17.27,NO,2022-09-19 03:03:10
211,Chamba,32.5667,76.1333,78.96,54,0,0.51,IN,2022-09-19 03:07:59
212,College,64.8569,-147.8028,55.08,57,75,3.44,US,2022-09-19 03:08:00
213,Chopovychi,50.8332,28.9533,48.04,90,100,19.66,UA,2022-09-19 03:08:00
214,Nyuksenitsa,60.4128,44.2397,50.41,94,100,7.76,RU,2022-09-19 03:08:00
215,Sorong,-0.8833,131.25,83.01,74,21,6.82,ID,2022-09-19 03:08:01
216,Ondangwa,-17.9167,15.95,59.56,26,0,10.16,NA,2022-09-19 03:08:02
217,Lanquin,15.5667,-89.9667,69.44,99,83,1.97,GT,2022-09-19 03:08:02
218,Kaitangata,-46.2817,169.8464,58.48,60,100,3.15,NZ,2022-09-19 03:08:02
219,Jaque,7.5175,-78.1703,77.14,89,100,6.53,PA,2022-09-19 03:08:03
220,Bengkulu,-3.8004,102.2655,81.19,71,100,2.62,ID,2022-09-19 03:03:06
221,Khatanga,71.9667,102.5,33.49,57,15,13.96,RU,2022-09-19 03:08:03
222,Fortuna,40.5982,-124.1573,60.93,88,100,4.0,US,2022-09-19 03:08:04
223,Shingu,33.7333,135.9833,79.83,93,100,20.78,JP,2022-09-19 03:08:04
224,Port Hawkesbury,45.6169,-61.3485,53.58,69,99,4.16,CA,2022-09-19 03:08:05
225,Dali,25.7,100.1833,73.51,67,18,4.61,CN,2022-09-19 03:07:54
226,Mapiri,-15.25,-68.1667,71.42,92,100,1.48,BO,2022-09-19 03:09:05
227,Herat,34.5,62.0,68.23,27,0,7.54,AF,2022-09-19 03:09:06
228,Cooma,-36.2333,149.1333,55.9,39,21,6.02,AU,2022-09-19 03:09:06
229,Paredon,16.0333,-93.8667,78.13,89,99,3.44,MX,2022-09-19 03:09:07
230,Otradnoye,59.7775,30.8181,50.95,97,100,4.56,RU,2022-09-19 03:09:07
231,Terra Santa,-2.1042,-56.4869,83.68,48,63,1.81,BR,2022-09-19 03:09:08
232,Arauco,-37.2463,-73.3175,39.88,87,3,5.01,CL,2022-09-19 03:09:08
233,Inuvik,68.3499,-133.7218,48.85,64,98,8.81,CA,2022-09-19 03:09:09
234,Duluth,46.7833,-92.1066,62.35,89,20,10.36,US,2022-09-19 03:08:41
235,Port Hedland,-20.3167,118.5667,82.45,51,3,17.27,AU,2022-09-19 03:09:09
236,Alta Floresta,-9.8756,-56.0861,70.54,96,65,3.51,BR,2022-09-19 03:07:31
237,Itapora,-22.0799,-54.7874,70.61,54,0,7.4,BR,2022-09-19 03:09:10
238,Severnyy,50.677,36.5532,50.04,71,75,15.66,RU,2022-09-19 03:09:10
239,Kirakira,-10.4544,161.9205,82.69,80,100,12.12,SB,2022-09-19 03:09:11
240,Ordu,40.9086,37.6845,63.1,91,100,4.74,TR,2022-09-19 03:09:11
241,Sur,22.5667,59.5289,81.68,73,0,9.24,OM,2022-09-19 03:09:12
242,Kuznechikha,57.2161,42.3348,55.27,99,100,7.74,RU,2022-09-19 03:09:12
243,Juneau,58.3019,-134.4197,53.6,99,75,4.61,US,2022-09-19 03:09:13
244,Praia,14.9215,-23.5087,77.54,83,20,10.36,CV,2022-09-19 03:09:13
245,Manokwari,-0.8667,134.0833,82.63,71,100,5.66,ID,2022-09-19 03:09:14
246,Russell,32.3502,-85.1999,74.8,94,0,0.0,US,2022-09-19 03:09:14
247,Nanortalik,60.1432,-45.2371,45.05,80,98,11.21,GL,2022-09-19 03:09:15
248,Severo-Kurilsk,50.6789,156.125,52.38,96,99,20.47,RU,2022-09-19 03:06:08
249,Sao Filipe,14.8961,-24.4956,77.92,77,58,6.04,CV,2022-09-19 03:09:15
250,Mecca,21.4267,39.8261,80.85,48,17,5.03,SA,2022-09-19 03:08:04
251,Healesville,-37.65,145.5167,59.9,69,86,4.74,AU,2022-09-19 03:09:16
252,Macduff,57.6701,-2.4969,47.25,42,63,6.69,GB,2022-09-19 03:09:17
253,Doha,25.2867,51.5333,87.78,60,20,6.91,QA,2022-09-19 03:09:17
254,Dingle,10.9995,122.6711,86.77,68,100,14.38,PH,2022-09-19 03:09:18
255,Manado,1.487,124.8455,90.37,62,20,3.44,ID,2022-09-19 03:09:18
256,Dafeng,23.4517,108.5881,92.62,55,21,2.13,CN,2022-09-19 03:09:18
257,Palembang,-2.9167,104.7458,77.09,94,75,3.44,ID,2022-09-19 03:09:19
258,Staryy Nadym,65.6118,72.6842,47.48,95,100,14.12,RU,2022-09-19 03:09:19
259,Romanovo,52.6182,81.2271,54.41,39,0,4.43,RU,2022-09-19 03:09:20
260,Biak,-0.9131,122.8766,83.39,66,76,3.15,ID,2022-09-19 03:09:20
261,Airai,-8.9266,125.4092,81.32,29,87,2.17,TL,2022-09-19 03:09:21
262,Bilibino,68.0546,166.4372,33.35,66,100,2.71,RU,2022-09-19 03:09:21
263,Ginda,30.6945,78.4932,69.91,68,61,0.83,IN,2022-09-19 03:09:22
264,Fort Nelson,58.8053,-122.7002,45.93,68,99,2.71,CA,2022-09-19 03:09:23
265,Marigot,18.0667,-63.0833,82.18,78,20,12.66,MF,2022-09-19 03:09:23
266,Christchurch,-43.5333,172.6333,71.8,50,20,9.22,NZ,2022-09-19 03:04:27
267,Devils Lake,48.1128,-98.8651,60.94,84,0,0.0,US,2022-09-19 03:09:24
268,Yilan,24.757,121.753,95.02,51,43,5.1,TW,2022-09-19 03:09:24
269,Lebu,-37.6167,-73.65,43.05,77,2,6.71,CL,2022-09-19 03:09:25
270,Pevek,69.7008,170.3133,32.56,93,100,16.04,RU,2022-09-19 03:09:25
271,Ryuo,35.65,138.5,83.59,74,100,7.0,JP,2022-09-19 03:10:26
272,Sale,34.0389,-6.8166,68.76,100,40,3.44,MA,2022-09-19 03:10:26
273,Taoudenni,22.6783,-3.9836,89.24,20,7,9.8,ML,2022-09-19 03:10:27
274,Portland,45.5234,-122.6762,72.18,62,40,6.91,US,2022-09-19 03:08:58
275,Praya,14.9215,-23.5087,77.54,83,20,10.36,CV,2022-09-19 03:10:27
276,Nouadhibou,20.931,-17.0347,73.09,83,0,19.75,MR,2022-09-19 03:10:28
277,Knysna,-34.0363,23.0471,54.72,86,100,7.52,ZA,2022-09-19 03:10:28
278,Nivala,63.9167,24.9667,48.69,99,100,5.68,FI,2022-09-19 03:10:29
279,Lanzhou,36.0564,103.7922,57.22,79,100,11.86,CN,2022-09-19 03:10:29
280,Vostok,46.4856,135.8833,45.12,92,97,8.99,RU,2022-09-19 03:10:30
281,Batticaloa,7.7102,81.6924,82.94,71,100,0.63,LK,2022-09-19 03:10:30
282,Longview,32.5007,-94.7405,81.0,69,0,6.91,US,2022-09-19 03:09:41
283,Gat,31.61,34.7642,74.39,100,20,1.14,IL,2022-09-19 03:10:31
284,Springfield,37.2153,-93.2982,80.46,76,0,11.5,US,2022-09-19 03:07:18
285,Ouadda,8.0777,22.4007,66.74,97,73,1.95,CF,2022-09-19 03:10:32
286,Dudinka,69.4058,86.1778,36.63,91,100,9.15,RU,2022-09-19 03:10:32
287,Walvis Bay,-22.9575,14.5053,52.09,66,0,16.62,NA,2022-09-19 03:10:32
288,Kaduqli,11.0167,29.7167,70.07,81,35,1.36,SD,2022-09-19 03:10:33
289,Palmerston,-12.486,130.9833,96.04,60,20,10.36,AU,2022-09-19 03:10:34
290,Jacareacanga,-6.2222,-57.7528,71.1,91,100,2.21,BR,2022-09-19 03:10:34
291,Kalmunai,7.4167,81.8167,83.17,69,91,3.8,LK,2022-09-19 03:10:35
292,Blagoyevo,63.3667,47.9167,43.75,95,81,4.23,RU,2022-09-19 03:10:35
293,Sananduva,-27.9497,-51.8067,53.17,91,22,9.46,BR,2022-09-19 03:10:35
294,Port Blair,11.6667,92.75,83.97,75,73,16.42,IN,2022-09-19 03:10:36
295,Pangnirtung,66.1451,-65.7125,43.07,65,92,0.49,CA,2022-09-19 03:10:36
296,Nerchinskiy Zavod,51.3088,119.61,43.99,27,0,11.68,RU,2022-09-19 03:10:37
297,Arbazh,57.6804,48.3065,56.66,95,94,10.11,RU,2022-09-19 03:10:37
298,Mao,39.8885,4.2658,63.16,77,0,6.91,ES,2022-09-19 03:10:37
299,Mahebourg,-20.4081,57.7,72.25,94,75,10.36,MU,2022-09-19 03:10:38
300,Saint-Augustin,51.226,-58.6502,43.86,72,100,19.46,CA,2022-09-19 03:10:39
301,Esperance,-33.8667,121.9,61.7,67,2,9.31,AU,2022-09-19 03:10:39
302,Kamloops,50.6665,-120.3192,58.19,52,0,2.3,CA,2022-09-19 03:10:40
303,Bonanza,14.0289,-84.591,71.83,98,98,0.96,NI,2022-09-19 03:10:40
304,Rivadavia,-33.1905,-68.4608,46.58,72,85,16.4,AR,2022-09-19 03:10:41
305,Atoyac,20.0167,-103.5333,63.75,98,100,3.47,MX,2022-09-19 03:10:41
306,Hambantota,6.1241,81.1185,83.19,71,64,16.93,LK,2022-09-19 03:10:42
307,Mason City,43.1536,-93.201,65.35,90,40,5.75,US,2022-09-19 03:08:03
308,Yulara,-25.2406,130.9889,87.03,11,27,8.77,AU,2022-09-19 03:10:43
309,Ende,-8.8432,121.6623,87.8,59,16,4.83,ID,2022-09-19 03:10:43
310,Vila Velha,-20.3297,-40.2925,67.95,78,0,5.75,BR,2022-09-19 03:05:46
311,Yubari,43.0378,141.9578,71.92,94,100,4.47,JP,2022-09-19 03:10:44
312,Tommot,58.9564,126.2925,35.26,64,100,10.33,RU,2022-09-19 03:10:45
313,Sao Jose Da Coroa Grande,-8.8978,-35.1478,73.27,79,4,6.64,BR,2022-09-19 03:10:45
314,San Lorenzo,-25.3333,-57.5333,79.74,44,75,11.5,PY,2022-09-19 03:10:45
315,El Balsamo,15.0667,-87.4667,65.93,94,99,2.01,HN,2022-09-19 03:10:46
316,Vardo,70.3705,31.1107,46.38,93,75,13.8,NO,2022-09-19 03:10:46
317,Grindavik,63.8424,-22.4338,49.95,93,100,31.07,IS,2022-09-19 03:10:47
318,Khasan,42.4308,130.6434,62.51,48,86,20.58,RU,2022-09-19 03:11:47
319,Flinders,-34.5833,150.8552,71.19,36,91,11.01,AU,2022-09-19 03:07:34
320,Isla Vista,34.4133,-119.861,67.41,83,0,0.0,US,2022-09-19 03:11:48
321,Kryve Ozero,47.9524,30.3493,49.19,72,9,12.77,UA,2022-09-19 03:11:48
322,Butembo,0.15,29.2833,55.17,97,65,2.59,CD,2022-09-19 03:11:49
323,Torbay,47.6666,-52.7314,50.58,78,41,8.01,CA,2022-09-19 03:09:19
324,Westport,41.1415,-73.3579,75.9,85,0,7.0,US,2022-09-19 03:08:43
325,Zyryanka,65.75,150.85,52.43,35,100,21.03,RU,2022-09-19 03:11:50
326,Buraydah,26.326,43.975,78.53,18,1,1.32,SA,2022-09-19 03:08:52
327,Ginir,7.1333,40.7,57.83,73,44,5.19,ET,2022-09-19 03:11:50
328,Kano,12.0001,8.5167,72.16,88,98,6.62,NG,2022-09-19 03:11:51
329,Leningradskiy,69.3833,178.4167,33.44,98,100,21.61,RU,2022-09-19 03:11:51
330,Quatre Cocos,-20.2078,57.7625,72.09,76,19,15.48,MU,2022-09-19 03:11:52
331,Quelimane,-17.8786,36.8883,71.55,78,0,11.5,MZ,2022-09-19 03:11:53
332,Kloulklubed,7.0419,134.2556,81.86,74,100,5.23,PW,2022-09-19 03:11:53
333,Muisne,0.6,-80.0333,73.76,83,98,8.86,EC,2022-09-19 03:11:54
334,Ziway,7.9333,38.7167,60.57,78,43,1.74,ET,2022-09-19 03:11:54
335,Inirida,3.8653,-67.9239,74.48,94,75,2.35,CO,2022-09-19 03:11:55
336,Rocha,-34.4833,-54.3333,56.77,82,100,14.83,UY,2022-09-19 03:08:39
337,Cervo,43.6702,-7.4101,63.09,79,100,14.2,ES,2022-09-19 03:11:55
338,Tambura,5.6,27.4667,66.38,96,84,2.08,SS,2022-09-19 03:11:56
339,Necochea,-38.5473,-58.7368,51.67,93,100,12.37,AR,2022-09-19 03:11:56
340,Garmisch-Partenkirchen,47.4921,11.0958,47.86,90,100,3.44,DE,2022-09-19 03:11:57
341,Najran,17.4924,44.1277,75.99,48,100,6.04,SA,2022-09-19 03:11:57
342,Alyangula,-13.8483,136.4192,85.03,68,56,14.0,AU,2022-09-19 03:11:58
343,Itacare,-14.2775,-38.9967,72.25,79,100,10.47,BR,2022-09-19 03:11:58
344,Saint-Philippe,-21.3585,55.7679,71.19,82,64,13.22,RE,2022-09-19 03:11:59
345,Mariental,-24.6333,17.9667,45.79,65,0,13.82,NA,2022-09-19 03:11:59
346,Mar Del Plata,-38.0023,-57.5575,56.08,97,100,17.0,AR,2022-09-19 03:12:00
347,Namatanai,-3.6667,152.4333,83.61,70,82,8.66,PG,2022-09-19 03:12:00
348,Haines Junction,60.7522,-137.5108,51.75,50,54,5.75,CA,2022-09-19 03:12:01
349,Pacific Grove,36.6177,-121.9166,66.07,83,67,13.0,US,2022-09-19 03:12:01
350,Antoniny,49.8097,26.8771,46.38,87,100,16.44,UA,2022-09-19 03:12:02
351,Zhanaozen,43.3,52.8,68.45,27,0,11.83,KZ,2022-09-19 03:12:02
352,Prelouc,50.0398,15.5603,46.63,87,100,13.8,CZ,2022-09-19 03:12:03
353,Komsomolskiy,40.4272,71.7189,70.52,35,0,9.22,UZ,2022-09-19 03:12:03
354,Manta,-0.95,-80.7333,69.58,88,100,8.05,EC,2022-09-19 03:07:17
355,Tarakan,3.3,117.6333,83.7,74,40,5.75,ID,2022-09-19 03:12:04
356,Kijang,35.2442,129.2139,72.97,89,100,34.69,KR,2022-09-19 03:12:05
357,Clarence Town,-32.5833,151.7833,73.15,41,100,12.12,AU,2022-09-19 03:12:05
358,Avallon,47.4833,3.9,44.35,85,12,0.6,FR,2022-09-19 03:12:06
359,Natitingou,10.3042,1.3796,69.01,96,100,3.31,BJ,2022-09-19 03:12:07
360,Vila,42.0304,-8.1588,59.88,54,96,3.98,PT,2022-09-19 03:12:07
361,Barcelos,41.5388,-8.6151,76.91,56,66,4.63,PT,2022-09-19 03:12:08
362,Victoria,22.2855,114.1577,92.25,77,53,5.99,HK,2022-09-19 03:09:22
363,Plettenberg Bay,-34.0527,23.3716,55.13,81,100,7.2,ZA,2022-09-19 03:13:09
364,Karratha,-20.7377,116.8463,81.23,31,0,17.6,AU,2022-09-19 03:13:09
365,Jalu,29.0331,21.5482,77.68,41,0,6.71,LY,2022-09-19 03:13:10
366,Ust-Ishim,57.6935,71.1665,56.14,75,95,3.94,RU,2022-09-19 03:13:10
367,Pochutla,15.7432,-96.4661,73.81,92,100,4.23,MX,2022-09-19 03:13:11
368,Kiama,-34.6833,150.8667,71.38,36,96,11.68,AU,2022-09-19 03:13:11
369,Mancio Lima,-7.6142,-72.8958,77.45,64,67,2.35,BR,2022-09-19 03:13:12
370,Sept-Iles,50.2001,-66.3821,46.4,79,20,6.91,CA,2022-09-19 03:13:12
371,Brownsville,25.9018,-97.4975,83.91,84,0,4.61,US,2022-09-19 03:13:02
372,Meadow Lake,34.8014,-106.5436,76.69,48,40,10.89,US,2022-09-19 03:13:13
373,Zwedru,6.0667,-8.1281,68.54,100,90,3.27,LR,2022-09-19 03:13:14
374,Lyantonde,-0.4031,31.1572,63.25,86,96,2.24,UG,2022-09-19 03:13:14
375,Kuusankoski,60.907,26.6244,46.92,99,40,5.75,FI,2022-09-19 03:13:15
376,Urumqi,43.801,87.6005,63.55,24,0,2.24,CN,2022-09-19 03:09:31
377,Borogontsy,62.6683,131.1683,34.88,66,100,10.13,RU,2022-09-19 03:13:16
378,Ancud,-41.8697,-73.8203,41.23,91,48,5.86,CL,2022-09-19 03:13:16
379,Husavik,66.0449,-17.3389,46.38,76,68,11.01,IS,2022-09-19 03:13:17
380,Narasannapeta,18.4167,84.05,78.48,87,100,9.6,IN,2022-09-19 03:13:17
381,Durazno,-33.4131,-56.5006,55.17,83,100,5.66,UY,2022-09-19 03:13:17
382,Balykshi,47.0667,51.8667,68.0,49,0,15.66,KZ,2022-09-19 03:13:18
383,Kula,38.5473,28.6498,61.05,84,5,3.8,TR,2022-09-19 03:13:18
384,Nome,64.5011,-165.4064,46.47,87,100,23.02,US,2022-09-19 03:13:19
385,Noumea,-22.2763,166.4572,87.78,99,0,14.07,NC,2022-09-19 03:09:22
386,Cleburne,32.3476,-97.3867,84.74,59,0,9.22,US,2022-09-19 03:11:33
387,Sibolga,1.7427,98.7792,84.02,59,100,2.42,ID,2022-09-19 03:13:20
388,Bambanglipuro,-7.95,110.2833,81.9,70,90,10.27,ID,2022-09-19 03:13:21
389,Townsville,-19.25,146.8,83.28,65,9,13.8,AU,2022-09-19 03:13:22
390,Darab,28.7519,54.5444,79.18,27,6,1.95,IR,2022-09-19 03:13:22
391,Homer,59.6425,-151.5483,51.8,79,100,4.61,US,2022-09-19 03:09:57
392,Tilichiki,60.4667,166.1,49.41,44,1,11.92,RU,2022-09-19 03:13:23
393,Takaka,-40.85,172.8,61.56,72,48,6.29,NZ,2022-09-19 03:13:23
394,Ryotsu,38.0833,138.4333,84.52,67,98,6.69,JP,2022-09-19 03:13:24
395,Saskylakh,71.9167,114.0833,34.63,84,100,10.49,RU,2022-09-19 03:13:24
396,Shelburne,44.0787,-80.2041,68.45,85,100,8.66,CA,2022-09-19 03:13:25
397,Igarka,67.4667,86.5833,42.8,97,100,11.39,RU,2022-09-19 03:13:25
398,Kislovodsk,43.9133,42.7208,60.44,48,1,6.35,RU,2022-09-19 03:13:26
399,Lunino,53.5918,45.2271,66.18,77,100,13.35,RU,2022-09-19 03:13:26
400,Tucuma,-0.1833,-50.05,77.14,86,48,6.04,BR,2022-09-19 03:13:27
401,Seguela,7.9611,-6.6731,68.4,97,99,2.48,CI,2022-09-19 03:13:27
402,Brikama,13.2714,-16.6494,77.04,88,75,0.0,GM,2022-09-19 03:13:28
403,Puerto Del Rosario,28.5004,-13.8627,73.15,83,0,5.75,ES,2022-09-19 03:13:28
404,Dolores,-36.3132,-57.6792,57.67,92,100,7.49,AR,2022-09-19 03:13:29
405,San Clemente,33.427,-117.612,70.45,77,0,1.99,US,2022-09-19 03:11:53
406,Goderich,43.7501,-81.7165,73.72,78,76,9.22,CA,2022-09-19 03:13:29
407,Usinsk,65.9939,57.5281,44.74,95,81,7.54,RU,2022-09-19 03:13:30
408,Leh,34.1667,77.5833,55.62,22,0,2.75,IN,2022-09-19 03:13:30
409,Sulphur,30.2366,-93.3774,78.78,93,0,3.44,US,2022-09-19 03:13:31
410,Hays,30.0502,-98.0336,84.97,61,1,6.85,US,2022-09-19 03:14:31
411,Taktaharkany,48.0833,21.1333,51.82,76,100,12.64,HU,2022-09-19 03:14:32
412,Kurchum,48.5722,83.6542,62.56,29,0,2.1,KZ,2022-09-19 03:14:32
413,West Bay,19.3667,-81.4167,84.27,81,20,6.91,KY,2022-09-19 03:14:33
414,Sharjah,25.3573,55.4033,87.78,65,0,9.22,AE,2022-09-19 03:14:27
415,Moberly,39.4184,-92.4382,78.78,69,0,10.36,US,2022-09-19 03:10:34
416,Judaberg,59.1659,5.8732,51.82,84,10,8.25,NO,2022-09-19 03:14:34
417,Palauig,15.435,119.9045,83.28,77,93,9.22,PH,2022-09-19 03:14:35
418,Opuwo,-18.0607,13.84,57.74,42,0,4.0,NA,2022-09-19 03:14:35
419,Safaga,26.7292,33.9365,81.95,42,0,4.7,EG,2022-09-19 03:14:36
420,Iqaluit,63.7506,-68.5145,42.53,81,75,2.3,CA,2022-09-19 03:14:36
421,Aanekoski,62.6946,25.818,46.85,100,17,4.29,FI,2022-09-19 03:14:37
422,San Rafael,-34.6177,-68.3301,44.56,76,91,11.36,AR,2022-09-19 03:13:36
423,Coahuayana,18.7333,-103.6833,75.09,98,100,2.98,MX,2022-09-19 03:14:38
424,Biscarrosse,44.3945,-1.1672,51.75,62,0,5.75,FR,2022-09-19 03:14:38
425,Vila Franca Do Campo,37.7167,-25.4333,72.01,92,100,4.12,PT,2022-09-19 03:14:38
426,Chicago,41.85,-87.65,80.17,68,11,4.12,US,2022-09-19 03:11:37
427,Meulaboh,4.1363,96.1285,82.42,67,96,2.37,ID,2022-09-19 03:14:39
